parcel_id,tax_district,land_use,sale_year,actual,predicted,residual,residual_z
061 16 0 123.00,URBAN SERVICES DISTRICT,DUPLEX,2013,166000.0,164504.13019536494,1495.8698046350619,0.02401571115959458
076 01 0 133.00,GENERAL SERVICES DISTRICT,ZERO LOT LINE,2014,100371.78122465531,99476.05777525635,895.7234493989527,0.015948364983418936
119 02 0 173.00,URBAN SERVICES DISTRICT,SINGLE FAMILY,2014,78722.96566639633,129034.77234517169,-50311.80667877536,-0.6723985170173906
083 04 0 224.00,URBAN SERVICES DISTRICT,SINGLE FAMILY,2016,300894.0155912119,225795.68201564526,75098.33357556665,1.0134019658273046
145 03 0 070.00,CITY OF FOREST HILLS,SINGLE FAMILY,2014,718248.6579987835,511263.86370504845,206984.79429373506,2.7862590785651915
072 09 0 411.00,URBAN SERVICES DISTRICT,SINGLE FAMILY,2016,198978.3006328982,191106.15397311866,7872.146659779537,0.1097275250476414
147 11 0 076.00,URBAN SERVICES DISTRICT,SINGLE FAMILY,2016,198978.3006328982,195589.8798833589,3388.4207495393057,0.04945594502152344
091 10 0 277.00,URBAN SERVICES DISTRICT,SINGLE FAMILY,2014,88563.33637469586,134332.58595337547,-45769.249578679606,-0.6113361106030426
032 09 0 008.00,GENERAL SERVICES DISTRICT,SINGLE FAMILY,2016,114533.8510960097,141301.88231256715,-26768.031216557443,-0.3559160702096662
081 07 0 435.00,URBAN SERVICES DISTRICT,SINGLE FAMILY,2016,116475.10280950139,162137.54244392327,-45662.439634421884,-0.6099003394984325
108 07 0 005.00,GENERAL SERVICES DISTRICT,SINGLE FAMILY,2015,119910.19209592561,115310.91727735611,4599.2748185694945,0.06573260630334415
104 06 0 192.00,URBAN SERVICES DISTRICT,SINGLE FAMILY,2013,420000.0,374431.14595250564,45568.85404749436,0.6164579009724432
083 13 0 311.00,URBAN SERVICES DISTRICT,SINGLE FAMILY,2015,192642.6036950936,507989.857844571,-315347.2541494774,-4.235083993733458
072 06 0 353.00,URBAN SERVICES DISTRICT,SINGLE FAMILY,2016,251392.09689717382,169994.72275872127,81397.37413845255,1.0980755464551177
071 14 0 396.00,URBAN SERVICES DISTRICT,ZERO LOT LINE,2013,150000.0,82434.1881026284,67565.8118973716,0.9121475644177687
083 15 0 061.00,URBAN SERVICES DISTRICT,SINGLE FAMILY,2013,221000.0,193670.61603065985,27329.383969340153,0.37127750804549114
150 05 0 380.00,URBAN SERVICES DISTRICT,ZERO LOT LINE,2016,82503.19782339681,104855.54815414707,-22352.350330750254,-0.2965591716822832
117 12 0 162.00,URBAN SERVICES DISTRICT,SINGLE FAMILY,2013,485000.0,498515.77166846045,-13515.771668460453,-0.17777524762820324
061 10 0 081.00,URBAN SERVICES DISTRICT,SINGLE FAMILY,2016,225427.85522922248,161428.28046138515,63999.57476783733,0.8642091420325071
171 04 0 001.00,URBAN SERVICES DISTRICT,SINGLE FAMILY,2016,359131.56699596264,420045.08692668524,-60913.5199307226,-0.8149099063106888
103 05 0 044.00,URBAN SERVICES DISTRICT,SINGLE FAMILY,2014,428056.12581103004,449867.83597450383,-21811.710163473792,-0.28929172542003134
118 14 0 094.00,CITY OF OAK HILL,SINGLE FAMILY,2013,550000.0,482798.888670776,67201.11132922402,0.907245150684477
081 10 0 145.00,URBAN SERVICES DISTRICT,SINGLE FAMILY,2014,57074.150108137335,125541.5300331824,-68467.37992504507,-0.9164511437253337
091 05 0 185.00,URBAN SERVICES DISTRICT,SINGLE FAMILY,2016,176168.59299937086,131877.35228268,44291.24071669087,0.5992838417967716
129 04 0 010.00,URBAN SERVICES DISTRICT,SINGLE FAMILY,2014,617286.4545316302,644066.0221627386,-26779.567631108453,-0.3560711461324022
133 07 0 107.00,URBAN SERVICES DISTRICT,SINGLE FAMILY,2014,137765.18991619357,168630.03403886798,-30864.844122674403,-0.41098665031785836
095 14 0 102.00,URBAN SERVICES DISTRICT,DUPLEX,2016,194125.171349169,209713.16886865336,-15587.997519484372,-0.20563072512894254
148 01 0 022.00,URBAN SERVICES DISTRICT,SINGLE FAMILY,2013,92510.0,153527.73950200988,-61017.73950200988,-0.8163108568497891
072 07 0 117.00,URBAN SERVICES DISTRICT,SINGLE FAMILY,2014,143669.4123411733,279079.68574623304,-135410.27340505974,-1.8163174697078732
161 00 0 040.00,URBAN SERVICES DISTRICT,SINGLE FAMILY,2016,706130.3107826022,469851.692455804,236278.6183267982,3.180035392020798
072 09 0 400.00,URBAN SERVICES DISTRICT,SINGLE FAMILY,2015,127773.15551205188,312469.5082038232,-184696.3526917713,-2.4788356368238182
176 02 0 023.00,URBAN SERVICES DISTRICT,SINGLE FAMILY,2013,75000.0,135454.09927440732,-60454.099274407316,-0.8087342369216394
156 02 0 153.00,GENERAL SERVICES DISTRICT,SINGLE FAMILY,2013,174000.0,177818.51774197447,-3818.5177419744723,-0.04742187015503126
091 15 0 231.00,URBAN SERVICES DISTRICT,SINGLE FAMILY,2015,324347.2409152086,461298.8790622885,-136951.6381470799,-1.837036953962237
118 09 0 252.00,URBAN SERVICES DISTRICT,ZERO LOT LINE,2013,201000.0,258683.69217086956,-57683.69217086956,-0.771493598936956
053 03 0 384.00,GENERAL SERVICES DISTRICT,SINGLE FAMILY,2016,196066.42306266067,128216.34654786382,67850.07651479685,0.9159687341281227
119 15 0 052.00,URBAN SERVICES DISTRICT,SINGLE FAMILY,2016,169859.52493052286,173597.37259728485,-3737.8476667619834,-0.04633747896091788
083 08 0 046.00,URBAN SERVICES DISTRICT,SINGLE FAMILY,2016,286334.62774002424,228822.16400266634,57512.4637373579,0.7770074621263183
072 12 0 239.00,URBAN SERVICES DISTRICT,SINGLE FAMILY,2015,162173.6204576043,179097.3708815137,-16923.750423909398,-0.22358631378129593
071 08 0 394.00,URBAN SERVICES DISTRICT,SINGLE FAMILY,2013,89000.0,118118.11479031526,-29118.11479031526,-0.3875065940327918
082 07 0 038.00,URBAN SERVICES DISTRICT,TRIPLEX,2014,161185.27220194647,147128.48920282655,14056.782999119925,0.19286325000524027
102 04 0 040.00,URBAN SERVICES DISTRICT,DUPLEX,2015,147430.56405236755,152388.69331236702,-4958.129259999463,-0.06274086783293546
072 09 0 274.00,URBAN SERVICES DISTRICT,DUPLEX,2013,66000.0,150610.22673821967,-84610.22673821967,-1.133448101841689
061 06 0 076.00,URBAN SERVICES DISTRICT,SINGLE FAMILY,2013,135000.0,149738.83528810256,-14738.835288102564,-0.19421603332831383
146 04 0 083.00,URBAN SERVICES DISTRICT,SINGLE FAMILY,2014,271594.2315490673,235650.93121910747,35943.300329959835,0.48706833907770286
096 06 0 121.00,URBAN SERVICES DISTRICT,SINGLE FAMILY,2013,70000.0,136053.9525826173,-66053.95258261729,-0.8840091340846142
147 05 0 065.00,URBAN SERVICES DISTRICT,SINGLE FAMILY,2013,284500.0,214980.64564329307,69519.35435670693,0.9384076643947407
156 10 0 030.00,GENERAL SERVICES DISTRICT,SINGLE FAMILY,2015,491435.2135078918,395805.89239396394,95629.32111392787,1.2893856194238442
061 06 0 030.00,URBAN SERVICES DISTRICT,SINGLE FAMILY,2015,131704.63722011502,224269.40124469847,-92564.76402458345,-1.240375362834796
081 08 0 264.00,URBAN SERVICES DISTRICT,SINGLE FAMILY,2016,179565.78349798132,191507.34811955792,-11941.564621576603,-0.15661428732346078
051 03 0 073.00,GENERAL SERVICES DISTRICT,SINGLE FAMILY,2016,53384.42212102147,113346.37626290783,-59961.95414188636,-0.8021186753701501
091 01 0 080.00,URBAN SERVICES DISTRICT,SINGLE FAMILY,2015,132687.50764713078,128143.31777215558,4544.1898749752,0.06499213807389795
105 13 0 060.00,URBAN SERVICES DISTRICT,SINGLE FAMILY,2014,399519.05075696134,629413.3856938976,-229894.33493693627,-3.086400385080824
104 01 0 286.00,URBAN SERVICES DISTRICT,SINGLE FAMILY,2015,457034.7485623394,391911.0393243772,65123.709237962204,0.8793200926197207
130 09 0 095.00,URBAN SERVICES DISTRICT,SINGLE FAMILY,2013,547500.0,481276.753544446,66223.24645555398,0.8941003996073587
149 02 0 075.00,URBAN SERVICES DISTRICT,SINGLE FAMILY,2016,132005.11651743492,173343.51147857757,-41338.39496114265,-0.5517752422513318
053 02 0 101.00,GENERAL SERVICES DISTRICT,SINGLE FAMILY,2016,160153.2663630644,187485.16739762944,-27331.90103456503,-0.3634957763604679
130 09 0 064.00,URBAN SERVICES DISTRICT,SINGLE FAMILY,2015,771553.2852073902,676581.1393363631,94972.14587102714,1.280551673942651
161 09 0 154.00,URBAN SERVICES DISTRICT,SINGLE FAMILY,2015,327689.0003670623,300770.026541813,26918.973825249297,0.3657606525689758
160 15 0 032.00,URBAN SERVICES DISTRICT,SINGLE FAMILY,2016,363984.6962796918,341835.33330967213,22149.36297001969,0.3016461219064604
102 08 0 007.00,URBAN SERVICES DISTRICT,SINGLE FAMILY,2014,199267.5068430657,263021.3538916291,-63753.84704856339,-0.8530904299667661
131 03 0 114.00,URBAN SERVICES DISTRICT,SINGLE FAMILY,2014,282418.6393281968,546755.1377388958,-264336.498410699,-3.54938221172203
147 03 0 002.00,URBAN SERVICES DISTRICT,SINGLE FAMILY,2013,143900.0,177469.53386318023,-33569.53386318023,-0.44734389592210244
156 00 0 056.00,GENERAL SERVICES DISTRICT,SINGLE FAMILY,2016,232950.20561900278,266647.5526570332,-33697.34703803042,-0.4490619987121908
147 09 0 011.00,URBAN SERVICES DISTRICT,SINGLE FAMILY,2014,246009.26770748853,290705.6863648312,-44696.4186573427,-0.5969147976092725
104 02 0 136.00,URBAN SERVICES DISTRICT,DUPLEX,2016,737675.6511268421,613769.1677120548,123906.48341478733,1.6694956628668125
052 12 0 069.00,GENERAL SERVICES DISTRICT,SINGLE FAMILY,2015,111359.21938088829,117243.88284459629,-5884.663463707999,-0.07519561674571244
117 16 0 031.00,URBAN SERVICES DISTRICT,DUPLEX,2015,270289.3674293405,362081.20418815396,-91791.83675881347,-1.2299854441631777
052 12 0 058.00,GENERAL SERVICES DISTRICT,SINGLE FAMILY,2014,137765.18991619357,146398.10639292418,-8632.916476730607,-0.11213845284283175
044 14 0 024.00,GENERAL SERVICES DISTRICT,SINGLE FAMILY,2014,80691.03980805623,152876.25616436749,-72185.21635631126,-0.9664274091075036
090 12 0 138.00,URBAN SERVICES DISTRICT,SINGLE FAMILY,2016,211445.9897627986,193999.8974626353,17446.09230016329,0.23842335578792317
105 09 0 141.00,URBAN SERVICES DISTRICT,DUPLEX,2015,220162.97565153553,234611.21401070355,-14448.238359168026,-0.19030974279935425
162 07 0 180.00,URBAN SERVICES DISTRICT,SINGLE FAMILY,2016,105312.90545692417,134045.717094681,-28732.811637756822,-0.38232723421940457
107 14 0 080.00,URBAN SERVICES DISTRICT,SINGLE FAMILY,2016,87826.11002179103,138066.1231231524,-50240.013101361386,-0.671433446352258
073 05 0 151.00,URBAN SERVICES DISTRICT,SINGLE FAMILY,2016,334865.9205773165,254586.79808595116,80279.12249136533,1.0830436745285072
083 14 0 162.00,URBAN SERVICES DISTRICT,DUPLEX,2015,294861.1281047351,292648.2090447501,2212.9190599850263,0.03365450096112777
129 14 0 009.00,URBAN SERVICES DISTRICT,SINGLE FAMILY,2015,362187.75235531625,400633.67010811804,-38445.91775280179,-0.5128937015358116
081 15 0 219.00,URBAN SERVICES DISTRICT,SINGLE FAMILY,2015,39314.81708063134,87421.5296970989,-48106.71261646756,-0.6427569854202058
094 08 0 021.00,URBAN SERVICES DISTRICT,SINGLE FAMILY,2015,99791.81732533954,129178.00314874813,-29386.185823408596,-0.39111008475618075
061 15 0 209.00,URBAN SERVICES DISTRICT,SINGLE FAMILY,2013,196000.0,181586.35649169487,14413.643508305133,0.19766027532928934
075 11 0 072.00,GENERAL SERVICES DISTRICT,SINGLE FAMILY,2015,147430.56405236755,128410.82584078568,19019.738211581876,0.2595767731424994
052 02 0 149.00,GENERAL SERVICES DISTRICT,SINGLE FAMILY,2016,92209.45639085527,104165.59557585744,-11956.139185002176,-0.15681020294886597
075 13 0 038.00,GENERAL SERVICES DISTRICT,SINGLE FAMILY,2014,76754.89152473642,118441.25955096021,-41686.36802622379,-0.5564527999028983
083 01 0 246.00,URBAN SERVICES DISTRICT,SINGLE FAMILY,2014,108244.07779129494,147699.5045072726,-39455.42671597765,-0.5264638218953491
150 06 0 269.00,URBAN SERVICES DISTRICT,ZERO LOT LINE,2014,91515.44758718573,102405.70180812867,-10890.254220942938,-0.1424822595830124
083 06 0 431.00,URBAN SERVICES DISTRICT,SINGLE FAMILY,2014,467417.6086442282,354795.73901021294,112621.86963401525,1.5178045211317022
104 01 0 311.00,URBAN SERVICES DISTRICT,SINGLE FAMILY,2014,423135.94045688026,335919.05546869244,87216.88498818781,1.1763031457585478
071 16 0 361.00,URBAN SERVICES DISTRICT,SINGLE FAMILY,2013,51294.0,97382.22106405869,-46088.221064058685,-0.6156238203765521
102 14 0 043.00,URBAN SERVICES DISTRICT,SINGLE FAMILY,2015,329261.5930502875,323922.57558824227,5339.017462045245,0.07567644739165724
118 09 0 071.00,URBAN SERVICES DISTRICT,SINGLE FAMILY,2016,446487.89410308865,419236.4393741598,27251.45472892886,0.37022995996966057
146 14 0 016.00,CITY OF OAK HILL,SINGLE FAMILY,2013,375000.0,501066.45853075606,-126066.45853075606,-1.6907151253139778
115 07 0 039.00,URBAN SERVICES DISTRICT,SINGLE FAMILY,2014,308003.6031697756,288675.05565258994,19328.54751718568,0.26372787986670865
072 04 0 033.00,URBAN SERVICES DISTRICT,SINGLE FAMILY,2013,560000.0,454942.67937274504,105057.32062725496,1.4161195988260886
083 15 0 060.00,URBAN SERVICES DISTRICT,SINGLE FAMILY,2015,196574.08540315673,180031.89100187703,16542.194401279703,0.22627289083118296
159 12 0 005.00,CITY OF OAK HILL,VACANT RESIDENTIAL LAND,2013,566906.0,355944.0758501335,210961.9241498665,2.839720843444849
082 08 0 387.00,URBAN SERVICES DISTRICT,DUPLEX,2014,137765.18991619357,165432.01819628658,-27666.828280093003,-0.3679979682173928
148 06 0 018.00,URBAN SERVICES DISTRICT,SINGLE FAMILY,2016,125210.73552021399,153545.1211842869,-28334.385664072906,-0.37697147353329086
147 01 0 107.00,URBAN SERVICES DISTRICT,SINGLE FAMILY,2013,227000.0,207796.68375926427,19203.31624073573,0.26204448372443157
120 01 0 064.00,URBAN SERVICES DISTRICT,SINGLE FAMILY,2015,157259.26832252537,136294.1714539883,20965.096868537075,0.2857268640087572
148 10 0 009.00,URBAN SERVICES DISTRICT,SINGLE FAMILY,2013,79000.0,135208.42087983654,-56208.42087983654,-0.7516625625494158
083 14 0 208.00,URBAN SERVICES DISTRICT,SINGLE FAMILY,2016,393103.47198206716,382410.7186327189,10692.753349348262,0.14764296082936085
080 11 0 004.00,URBAN SERVICES DISTRICT,SINGLE FAMILY,2015,91800.0978832742,94691.38422128504,-2891.2863380108465,-0.03495774926863008
106 15 0 046.00,URBAN SERVICES DISTRICT,SINGLE FAMILY,2016,165006.39564679362,222723.1791880885,-57716.78354129489,-0.7719384230008465
095 08 0 102.00,URBAN SERVICES DISTRICT,SINGLE FAMILY,2016,203734.36733095284,226458.44074690033,-22724.073415947496,-0.3015559841827647
133 14 0 057.00,URBAN SERVICES DISTRICT,SINGLE FAMILY,2015,275203.7195644194,261922.3630470734,13281.356517346023,0.18243973612722472
108 08 0 319.00,GENERAL SERVICES DISTRICT,SINGLE FAMILY,2014,157445.93133279265,192855.14179470332,-35409.21046191067,-0.4720733770639632
083 07 0 016.00,URBAN SERVICES DISTRICT,SINGLE FAMILY,2013,365000.0,280182.13523464487,84817.86476535513,1.144054800913359
071 04 0 034.00,URBAN SERVICES DISTRICT,SINGLE FAMILY,2016,212567.06262734003,126604.44515502045,85962.61747231957,1.15944290798528
051 03 0 136.00,GENERAL SERVICES DISTRICT,SINGLE FAMILY,2014,97419.67001216546,118073.1027074046,-20653.432695239142,-0.27372181447616334
128 10 0 120.00,GENERAL SERVICES DISTRICT,SINGLE FAMILY,2016,203734.36733095284,176767.67648121808,26966.69084973476,0.36640207903380845
108 16 0 315.00,GENERAL SERVICES DISTRICT,ZERO LOT LINE,2015,122760.51633427138,119765.1801363229,2995.336197948476,0.04417198532315552
083 08 0 056.00,URBAN SERVICES DISTRICT,SINGLE FAMILY,2015,260362.3761164811,222619.053348283,37743.32276819809,0.5112647771756045
072 09 0 128.00,URBAN SERVICES DISTRICT,SINGLE FAMILY,2015,122858.80337697295,139069.0831987995,-16210.279821826538,-0.21399562930356975
052 13 0 099.00,URBAN SERVICES DISTRICT,SINGLE FAMILY,2013,334900.0,292540.67957203987,42359.320427960134,0.5733143934813912
133 01 0 334.00,URBAN SERVICES DISTRICT,SINGLE FAMILY,2016,259681.24171378335,225756.77701386312,33924.46469992024,0.45993054883998724
119 02 0 172.00,URBAN SERVICES DISTRICT,SINGLE FAMILY,2015,123350.23859048085,159404.5858998469,-36054.34730936604,-0.48074549884562684
072 09 0 048.00,URBAN SERVICES DISTRICT,SINGLE FAMILY,2016,291090.6944380789,179502.72246279783,111587.97197528108,1.503906560657603
087 02 0 068.00,GENERAL SERVICES DISTRICT,SINGLE FAMILY,2013,169000.0,174408.79725802987,-5408.7972580298665,-0.06879888138065576
084 09 0 010.00,URBAN SERVICES DISTRICT,DUPLEX,2016,210625.81091384834,205818.71075178438,4807.100162063958,0.06852625651137191
095 04 0 114.00,URBAN SERVICES DISTRICT,SINGLE FAMILY,2014,127826.41550081104,131423.77747210304,-3597.3619712920045,-0.04444902837170914
061 11 0 265.00,URBAN SERVICES DISTRICT,DUPLEX,2014,182046.8581035415,241365.38433496153,-59318.52623142002,-0.7934695256288289
072 11 0 152.00,URBAN SERVICES DISTRICT,SINGLE FAMILY,2013,348500.0,292813.522252185,55686.47774781502,0.7524620142335395
156 00 0 021.00,GENERAL SERVICES DISTRICT,SINGLE FAMILY,2016,272745.86574558244,271495.92628562695,1249.9394599554944,0.02070984216872864
171 02 0 013.00,URBAN SERVICES DISTRICT,SINGLE FAMILY,2014,246009.26770748853,276348.31281443965,-30339.04510695112,-0.40391870323807755
085 14 0 024.00,URBAN SERVICES DISTRICT,SINGLE FAMILY,2013,318000.0,252397.95883498434,65602.04116501566,0.8857499729463939
061 07 0 226.00,URBAN SERVICES DISTRICT,SINGLE FAMILY,2015,227043.06864064603,183794.1309153701,43248.93772527593,0.5852728943356317
072 10 0 035.00,URBAN SERVICES DISTRICT,SINGLE FAMILY,2013,146000.0,149080.18736565916,-3080.1873656591633,-0.037497013182804406
172 05 0 011.00,GENERAL SERVICES DISTRICT,SINGLE FAMILY,2014,308987.6402406056,291884.488949129,17103.151291476563,0.2338134405381767
136 10 0 068.00,URBAN SERVICES DISTRICT,SINGLE FAMILY,2014,186967.04345769127,184046.35133585698,2920.6921218342904,0.04316859740492509
050 15 0 096.00,URBAN SERVICES DISTRICT,SINGLE FAMILY,2015,73715.28202618378,114263.21545599225,-40547.93342980847,-0.541149622756044
128 09 0 003.00,GENERAL SERVICES DISTRICT,SINGLE FAMILY,2015,221145.84607855132,198116.3841356955,23029.46194285582,0.3134766746061804
104 06 0 123.00,URBAN SERVICES DISTRICT,SINGLE FAMILY,2013,394500.0,377514.2540865332,16985.745913466788,0.23223524245518248
075 04 0 091.00,GENERAL SERVICES DISTRICT,SINGLE FAMILY,2016,114533.8510960097,160882.5394915468,-46348.6883955371,-0.6191250998766074
043 15 0 080.00,GENERAL SERVICES DISTRICT,SINGLE FAMILY,2014,117986.04479251149,150688.146042749,-32702.10125023751,-0.43568360820718266
059 15 0 032.00,URBAN SERVICES DISTRICT,SINGLE FAMILY,2016,556251.1191131925,342591.2707387303,213659.84837446222,2.875987144967818
083 08 0 090.00,URBAN SERVICES DISTRICT,SINGLE FAMILY,2015,299775.48023981403,279081.40521415643,20694.0750256576,0.2820837076207564
076 01 0 048.00,GENERAL SERVICES DISTRICT,DUPLEX,2015,89441.20885843631,128047.06700782443,-38605.85814938812,-0.5150436680157532
127 10 0 014.00,GENERAL SERVICES DISTRICT,SINGLE FAMILY,2013,240000.0,199762.13438151867,40237.86561848133,0.5447971656487819
070 13 0 115.00,URBAN SERVICES DISTRICT,SINGLE FAMILY,2014,102339.85536631523,125879.91417588662,-23540.05880957139,-0.31252470304214536
082 08 0 306.00,URBAN SERVICES DISTRICT,SINGLE FAMILY,2014,201629.1958130576,173469.559012014,28159.636801043584,0.38243801405983924
119 04 0 148.00,URBAN SERVICES DISTRICT,SINGLE FAMILY,2015,73715.28202618378,188883.5633605985,-115168.28133441471,-1.5442185793212928
073 07 0 242.00,URBAN SERVICES DISTRICT,ZERO LOT LINE,2015,83543.98629634161,93804.09008272462,-10260.103786383013,-0.13401158963007664
084 15 0 076.00,URBAN SERVICES DISTRICT,SINGLE FAMILY,2013,144000.0,172966.79259570924,-28966.792595709238,-0.3854724759924596
052 02 0 263.00,GENERAL SERVICES DISTRICT,SINGLE FAMILY,2014,127924.81920789403,127768.23760067692,156.58160721711465,0.006012600045162927
144 03 0 035.00,CITY OF FOREST HILLS,SINGLE FAMILY,2014,868904.7335428494,691372.5902037653,177532.1433390841,2.3903477662924364
094 01 0 059.00,URBAN SERVICES DISTRICT,SINGLE FAMILY,2015,192642.6036950936,203936.01560745717,-11293.411912363576,-0.1479016254291959
091 07 0 310.00,URBAN SERVICES DISTRICT,SINGLE FAMILY,2016,213537.68848408587,207494.09346065318,6043.595023432688,0.08514758896585196
044 11 0 100.00,GENERAL SERVICES DISTRICT,SINGLE FAMILY,2016,152388.25950909764,156021.49936909977,-3633.239860002126,-0.04493130964488455
136 13 0 148.00,URBAN SERVICES DISTRICT,SINGLE FAMILY,2015,101727.0891961336,120529.05742568983,-18801.968229556223,-0.2488338773134426
041 11 0 050.00,GENERAL SERVICES DISTRICT,PARSONAGE,2015,142024.77670378075,140506.44882637617,1518.3278774045757,0.024317599267221483
102 15 0 025.00,URBAN SERVICES DISTRICT,SINGLE FAMILY,2013,265000.0,376995.8999176306,-111995.8999176306,-1.5015744828125415
081 12 0 390.00,URBAN SERVICES DISTRICT,SINGLE FAMILY,2016,322247.7844396205,275957.7520338342,46290.03240578633,0.6261521954063708
115 03 0 043.00,URBAN SERVICES DISTRICT,SINGLE FAMILY,2015,324347.2409152086,368967.0713557275,-44619.83044051891,-0.5958852759721871
172 06 0 051.00,URBAN SERVICES DISTRICT,VACANT RESIDENTIAL LAND,2013,85000.0,201435.35411476344,-116435.35411476344,-1.56125094927622
135 16 0 014.00,URBAN SERVICES DISTRICT,SINGLE FAMILY,2015,120401.62730943349,155359.98302686322,-34958.35571742973,-0.4660128532147964
144 07 0 006.00,CITY OF FOREST HILLS,SINGLE FAMILY,2013,535000.0,677713.9870332059,-142713.98703320592,-1.91449616511414
158 10 0 027.00,GENERAL SERVICES DISTRICT,SINGLE FAMILY,2013,579500.0,532585.4318380833,46914.568161916686,0.6345473911784438
051 03 0 103.00,GENERAL SERVICES DISTRICT,SINGLE FAMILY,2016,136858.24580116413,136802.3345516662,55.91124949793448,0.00465935909266135
104 05 0 361.00,URBAN SERVICES DISTRICT,SINGLE FAMILY,2013,270000.0,612126.9693225895,-342126.96932258946,-4.59506490658243
106 16 0 008.00,URBAN SERVICES DISTRICT,SINGLE FAMILY,2013,130000.0,141013.14860342708,-11013.148603427078,-0.14413424250010742
128 10 0 166.00,GENERAL SERVICES DISTRICT,SINGLE FAMILY,2013,142000.0,136217.19457717834,5782.805422821664,0.0816419774280663
116 08 0 155.00,URBAN SERVICES DISTRICT,SINGLE FAMILY,2015,560236.1433989967,631763.1984447942,-71527.05504579749,-0.957580208611566
117 04 0 319.00,URBAN SERVICES DISTRICT,SINGLE FAMILY,2014,551060.7596647743,423768.31038300187,127292.44928177242,1.7150108252123988
091 16 0 354.00,URBAN SERVICES DISTRICT,SINGLE FAMILY,2013,100000.0,362245.4207750933,-262245.4207750933,-3.5212733229143107
093 04 0 133.00,URBAN SERVICES DISTRICT,SINGLE FAMILY,2014,353269.3084279535,362053.7199652566,-8784.411537303065,-0.11417489459900622
093 13 0 225.00,URBAN SERVICES DISTRICT,SINGLE FAMILY,2016,495019.1869403809,247114.57299747458,247904.61394290632,3.3363154901327756
102 08 0 028.00,URBAN SERVICES DISTRICT,SINGLE FAMILY,2016,228097.07633527354,293335.3070017131,-65238.230666439544,-0.8730439569675921
091 16 0 079.00,URBAN SERVICES DISTRICT,SINGLE FAMILY,2013,331000.0,353593.6975517269,-22593.697551726887,-0.29980343295836887
103 14 0 053.00,URBAN SERVICES DISTRICT,SINGLE FAMILY,2014,324732.23337388487,368110.9476829653,-43378.714309080446,-0.579201823028095
104 14 0 314.00,URBAN SERVICES DISTRICT,SINGLE FAMILY,2015,590705.1266364859,596260.9009815664,-5555.774345080485,-0.07077459119020173
150 05 0 128.00,URBAN SERVICES DISTRICT,SINGLE FAMILY,2016,153358.88536584348,145482.05194522074,7876.833420622745,0.10979052588374949
071 12 0 270.00,URBAN SERVICES DISTRICT,SINGLE FAMILY,2013,33686.0,85201.13859259944,-51515.13859259944,-0.6885740632470092
133 16 0 152.00,URBAN SERVICES DISTRICT,SINGLE FAMILY,2015,137601.8597822097,126208.27027537607,11393.58950683364,0.15706380933720682
075 09 0 193.00,GENERAL SERVICES DISTRICT,SINGLE FAMILY,2016,145496.81592620214,156364.0177929397,-10867.201866737567,-0.1421723829672036
097 04 0 012.00,GENERAL SERVICES DISTRICT,SINGLE FAMILY,2014,179586.76542646662,190516.66459396126,-10929.899167494645,-0.14301517877043757
106 14 0 087.00,URBAN SERVICES DISTRICT,SINGLE FAMILY,2013,85000.0,97147.68848581299,-12147.688485812992,-0.15938506574018843
043 06 0 117.00,GENERAL SERVICES DISTRICT,SINGLE FAMILY,2015,124824.54423100452,160268.31072102583,-35443.76649002131,-0.4725378894929898
071 15 0 404.00,URBAN SERVICES DISTRICT,SINGLE FAMILY,2016,303805.89316144946,287046.3459715553,16759.54718989419,0.22919461179609718
156 06 0 025.00,GENERAL SERVICES DISTRICT,SINGLE FAMILY,2016,223243.94705154432,199609.57158860573,23634.375462938595,0.3216081024330424
086 07 0 053.00,GENERAL SERVICES DISTRICT,SINGLE FAMILY,2015,112538.66389330722,131726.6647878967,-19188.00089458948,-0.25402304345094207
104 05 0 211.00,URBAN SERVICES DISTRICT,SINGLE FAMILY,2016,718263.1339919253,570073.0685290302,148190.0654628951,1.9959228102958377
044 15 0 332.00,GENERAL SERVICES DISTRICT,SINGLE FAMILY,2014,160398.04254528251,134152.23963076595,26245.802914516564,0.3567116885533969
106 13 0 078.00,URBAN SERVICES DISTRICT,SINGLE FAMILY,2015,201127.72409152085,176173.7452425951,24953.978848925763,0.339346604445312
114 14 0 017.00,GENERAL SERVICES DISTRICT,SINGLE FAMILY,2015,132687.50764713078,219980.39314037416,-87292.88549324338,-1.1695092003729135
145 09 0 015.00,CITY OF FOREST HILLS,SINGLE FAMILY,2015,860011.6236388107,658636.0721084009,201375.55153040984,2.7108579655481013
092 06 0 428.00,URBAN SERVICES DISTRICT,SINGLE FAMILY,2016,168888.89907377702,143676.84102917957,25212.05804459745,0.34281578191208734
064 01 0 007.00,GENERAL SERVICES DISTRICT,SINGLE FAMILY,2015,285032.42383457726,305879.61176737683,-20847.18793279957,-0.2763263301267369
071 08 0 292.00,URBAN SERVICES DISTRICT,SINGLE FAMILY,2015,245619.31971124434,182593.37657287388,63025.943138370465,0.8511212954856543
160 06 0 013.00,CITY OF OAK HILL,SINGLE FAMILY,2013,372000.0,426256.3802856794,-54256.38028567942,-0.7254226510917887
158 03 0 050.00,CITY OF FOREST HILLS,SINGLE FAMILY,2013,439000.0,432618.96747874253,6381.032521257468,0.08968352438231222
118 04 0 109.00,CITY OF BERRY HILL,SINGLE FAMILY,2015,150870.61054692278,188121.71992227426,-37251.10937535149,-0.49683273122250493
